REGION,DIVISION,SCHOOL ID,NAME OF SCHOOL,MUNICIPALITY/ LOCATION,LD,NO. OF SITES,SCOPE OF WORKS,OTHER DESIGN CONFIGURATION,NO. OF ACADEMIC CLASSROOMS,NO. OF WORKSHOP (equivalent to 2-CL),NO. OF ICT/COMPUTER LABORATORY (equivalent to 2-CL),NO. OF SCIENCE LABORATORY (equivalent to 2-CL),NO. OF AVR (equivalent to 2-CL),NO. OF HOME ECONOMICS (equivalent to 2-CL),TOTAL CLASSROOMS,WITH DEMOLITION? YES/ NO,WITH SITE IMPROVEMENT? YES/ NO,WITH SLOPE PROTECTION? YES/NO,OTHER REMARKS,With Site Development Plan?,"With proposal from OTHER SOURCES, including LGUs, NGOs, Private Sector etc)?","Avaiability of Buildable Space
(Y/N)","OTHER REMARKS (Buildable Space)
",Site Ownership,"OTHER REMARKS
Site Ownership
","Viability / Accessibility
(Y/N)","OTHER REMARKS
Viability / Accessibility","Operational Readiness
(Y/N)","OTHER REMARKS
Operational Readiness
","Implementability of Proposed Scope
(Y/N)","OTHER REMARKS
Implementability of Proposed Scope
","Geotechnical Testing
(Y/N)","OTHER REMARKS
Geotechnical Testing
",Latitude,Longitude
Region I,San Fernando City,101034,Santiago ES,CITY OF SAN FERNANDO (Capital),1st ,1,4STY12CL,,12,0,0,0,0,0,12,YES,YES,NO,Needs embankment of 1.0m and drainage,"Yes, but NOT drawn to scale",NO,NO,"with demolition of 1cl kinder, 2cl bod and 3cl blsb",Tax Dec - LGU,Deed of Usufruct with LGU on process,YES,accessible,YES,Functional and with active enrollment,YES,Feasible,YES,with existing Soil Exploration Result,16.61503,120.33591
Region I,San Fernando City,500481,SIBUAN-OTONG INTEGRATED SCHOOL,CITY OF SAN FERNANDO (Capital),1st ,1,2STY6CL,,6,0,0,0,0,0,6,YES,YES,NO,Needs embankment of 50cm and drainage,"Yes, but NOT drawn to scale",NO,NO,with demolition of 3cl marcos pre-fab,Tax Dec - LGU,Deed of Usufruct with LGU on process,YES,pass through a steel foot bridge,YES,Functional and with active enrollment,YES,Feasible,YES,with existing Soil Exploration Result,16.5739694,120.3467805
Region I,Urdaneta City,300406,Nancalobasaan National High School,CITY OF URDANETA,5th,1,4STY8CL,,8,2,1,1,0,0,8,NO,YES,NO,Site needs to be Elevated,"Yes, but NOT drawn to scale",NO,Y,"Availbale Open Space of approx. (30mx15m)
",DoD,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,16.008817,120.6090267
Region I,Urdaneta City,300392,Anonas National High School,CITY OF URDANETA,5th ,1,4STY12CL,,12,0,0,0,0,0,12,YES,YES,NO,Site needs to be Elevated,"Yes, but NOT drawn to scale",NO,N,with demolition of classrooms,TCT and TD and MOA with Anonas ES,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,16.000522,120.5735179
Region I,Urdaneta City,300393,Bactad East National High School,CITY OF URDANETA,5th ,1,4STY8CL,,4,0,1,1,0,0,8,NO,YES,NO,Site needs to be Elevated,"Yes, drawn to scale",NO,Y,"Availbale Open Space of approx. (24mx 11m)
",TCT in the name  of City of Urdaneta ,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,15.9768466,120.6195027
Region I,Urdaneta City,300394,Badipa National High School,CITY OF URDANETA,5th ,1,Other Design,5STY10CL,2,0,1,1,1,1,10,YES,NO,NO,n/s,"Yes, but NOT drawn to scale",NO,Y,with demolition of 7 classrooms,TCT in the name  of private individual,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,15.9747,120.5811
Region I,Urdaneta City,300396,Cabuloan National High School,CITY OF URDANETA,5th ,1,2STY8CL,,4,0,1,1,0,0,8,NO,NO,NO,n/s,"Yes, drawn to scale",NO,Y,"Availbale Open Space of approx. (30m x 10m)
",TCT in the name  of City of Urdaneta ,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,15.9775831,120.6013389
Region I,Urdaneta City,300399,Casabula National High School,CITY OF URDANETA,5th ,1,2STY8CL,,4,0,1,1,0,0,8,NO,YES,NO,Site needs to be Elevated,"Yes, drawn to scale",NO,Y,"Availbale Open Space of approx. (22m x 17m)
",OCT in the name of Private Individual,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,15.9764,120.5711
Region I,Urdaneta City,500061,"Don Alipio Fernandez, Sr. Integrated School",CITY OF URDANETA,5th ,1,2STY8CL,,4,0,1,1,0,0,8,YES,YES,NO,Site needs to be Elevated,"Yes, drawn to scale",NO,Y,"Availbale Open Space of approx. (40mx12m)
",TCT in the name  of private individual,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,15.989705,120.525732
Region I,Urdaneta City,102299,Lananpin Elementary School,CITY OF URDANETA,5th ,1,2STY8CL,,8,0,0,0,0,0,8,YES,NO,NO,n/a,"Yes, drawn to scale",NO,N,with demolition of 11 classroom,DoD,n/a,1,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,15.9772899,120.5398924
Region I,Urdaneta City,300403,Mariano Q. Umipig National High School,CITY OF URDANETA,5th ,1,4STY8CL,,4,0,1,1,0,0,8,NO,YES,YES,needs backfill and soil test because site is a pond ,"Yes, drawn to scale",NO,Y,"Availbale Open Space of approx. (27mx20m)
",TCT in the name of School,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,Conducted by Deped RO1,15.9552058,120.5766606
Region I,Urdaneta City,502626,Nancalobasaan Riverside Integrated School,CITY OF URDANETA,5th ,1,2STY8CL,,4,0,1,1,0,0,8,NO,YES,NO,Site needs to be Elevated,"Yes, drawn to scale",NO,Y,"Availbale Open Space of approx. (100mx 22m)
",Dod and TD,Tax Dec in the name of Municipality of Urdaneta and DOD also included in the school titling fund to be procured this month of september 2025,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,Conducted by Deped RO1,16.001005,120.615672
Region I,Urdaneta City,102278,Palina East Elementary School,CITY OF URDANETA,5th ,1,3STY12CL,,12,0,0,0,0,0,12,YES,YES,NO,Site needs to be Elevated,"Yes, drawn to scale",NO,N,with demolition of 8 classrooms,TCT- In the name of School,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,15.945663,120.546968
Region I,Urdaneta City,300407,Palina East National High School,CITY OF URDANETA,5th ,1,4STY8CL,,4,0,1,1,0,0,8,YES,YES,NO,Site needs to be Elevated,"Yes, but NOT drawn to scale",NO,N,with demolition of 4 classrooms,TCT in the name of School,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,15.95198,120.56074
Region I,Urdaneta City,502627,Tulong Integrated School,CITY OF URDANETA,5th ,1,4STY8CL,,4,,1,1,0,0,8,NO,YES,NO,Site needs to be Elevated,"Yes, drawn to scale",NO,Y,"Availbale Open Space of approx. (19mx18m)
",TCT and DOD,Some portion is titled in the name of school and is included in the school titling fund and to be procured this month of september 2025 on the other portion of school lot,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,0,16.0099634,120.5714076
Region I,Urdaneta City,300410,Urdaneta City National High School,CITY OF URDANETA,5th ,1,4STY20CL,,12,0,1,1,1,1,20,YES,YES,NO,Site needs to be Elevated,"Yes, drawn to scale",NO,N,with demolition of 13 classrooms,TCT in the name of DepEd,n/a,Y,"access by car, motorcycle, tricycle, pedicab,private vehicle",Y,0,1,0,1,Conducted by DPWH  last 5 years ago,15.97883,120.56382
Region I,Vigan City,300052,Ilocos Sur National High School,CITY OF VIGAN (Capital),1st ,1,4STY16CL,,12,1,1,,,0,16,YES,YES,NO,,"Yes, but NOT drawn to scale",,Y,,,,,,,,,,Y,,17.5732,120.38255
Region I,Vigan City,300052,Ilocos Sur National High School,CITY OF VIGAN (Capital),1st ,,4STY16CL,,12,,,1,1,0,16,YES,YES,NO,,"Yes, but NOT drawn to scale",,Y,,,,,,,,,,Y,,17.5732,120.38255
Region I,Vigan City,300052,Ilocos Sur National High School,CITY OF VIGAN (Capital),1st ,,4STY16CL,,12,1,,,,1,16,YES,YES,NO,,"Yes, but NOT drawn to scale",,Y,,,,1,0,1,0,1,0,Y,0,17.5732,120.38255
Region II,Cagayan,300421,Alcala Rural School,ALCALA,1st ,1,2STY6CL,,6,,,,,,6,NO,yes,NO,,"Yes, but NOT drawn to scale",NO,Y,20MX40M,,,1,0,1,0,1,ADD'L 2STY LABARATORY,1,DPWH,17.9184112,121.694239
Region II,Cagayan,102363,Baybayog ES,ALCALA,1st ,1,Other Design,3STY6CL ON STILT,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DPWH,17.887408,121.705408
Region II,Cagayan,300422,BAYBAYOG NATIONAL HIGH SCHOOL,ALCALA,1st ,1,Other Design,4STY9CL ON STILT,3,,2,1,,,9,no,no,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,,,,,,,,,17.8923208,121.6919752
Region II,Cagayan,102368,Damurog Elementary School,ALCALA,1st ,1,Other Design,3STY4CL ON STILT,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,15MX 35M,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.864666,121.663268
Region II,Cagayan,102374,Pinopoc ES,ALCALA,1st ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,,,,,,,,,17.911456,121.693411
Region II,Cagayan,300471,Aparri East National High School,APARRI,1st ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,ADD'L 2STY LABARATORY,0,0,18.3536164,121.6552534
Region II,Cagayan,300428,Aparri School of Arts and Trades,APARRI,1st ,1,2STY6CL,,6,,,,,,6,no,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,20MX40M,,,1,0,1,0,1,ADD'L 2STY 6CL,0,0,18.3555336,121.6470569
Region II,Cagayan,300470,Aparri West National High School,APARRI,1st ,1,2STY6CL,,6,,,,,,6,yes,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,,,,,,,,,18.381978,121.577174
Region II,Cagayan,102449,Punta Elementary School,APARRI,1st ,1,2STY6CL,,6,,,,,,6,yes,NO,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,0,0,18.3589938,121.6348489
Region II,Cagayan,502600,Awallan Integrared School,BAGGAO,1st ,1,2STY4CL,,4,,,,,,4,yes,NO,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,1,DEPED,17.918797,121.909054
Region II,Cagayan,500919,San Isidro Integrated School,BAGGAO,1st ,1,2STY6CL,,6,,,,,,6,no,NO,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,0,0,17.904863,121.873082
Region II,Cagayan,102533,Tueg ES,BAGGAO,1st ,1,2STY6CL,,6,,,,,,6,YES,YES,yes,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,ADD'L 2STY LABARATORY,0,0,17.913193,121.819374
Region II,Cagayan,102534,Tungel ES,BAGGAO,1st ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,ADD'L 2STY LABARATORY,1,DEPED AND DPWH,17.8832449,121.878162
Region II,Cagayan,102571,Quinawegan ES,BUGUEY,1st ,1,Other Design,3STY4CL ON STILT,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,1,0,1,0,1,ADD'L 2STY LABARATORY,1,DEPED,18.26387,121.79706
Region II,Cagayan,102572,Remebella ES,BUGUEY,1st ,1,Other Design,3STY6CL ON STILT,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,ADD'L 2STY 6CL,1,DPWH,18.2781105,121.781441
Region II,Cagayan,102686,Baua Central School,GONZAGA,1st ,1,2STY6CL,,6,,,,,,6,yes,YES,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,0,0,18.3493606,122.0910802
Region II,Cagayan,300483,Gonzaga National High School,GONZAGA,1st ,1,3STY9CL,,3,,1,1,,,9,yes,NO,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,1,DEPED,18.2601,121.99665
Region II,Cagayan,502308,Marede Integrated School,SANTA ANA,1st ,1,2STY4CL,,4,,,,,,4,NO,yes,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,1,DEPED,18.457674,122.174247
Region II,Cagayan,102905,Palawig ES,SANTA ANA,1st ,1,2STY10CL,,10,,,,,,10,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,1,0,1,0,1,0,0,0,18.475511,122.1518961
Region II,Cagayan,102912,Sta. Ana CS,SANTA ANA,1st ,1,2STY10CL,,10,,,,,,10,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,,,,,,,,,18.455544,122.143952
Region II,Cagayan,300418,Abulug National Rural and Vocational High School,ABULUG,2nd ,1,2STY8CL,,,2,1,1,,,8,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,25MX 30M,,,1,0,1,0,1,0,1,DPWH & DEPED,18.4102233,121.4463423
Region II,Cagayan,300473,Libertad National High School,ABULUG,2nd ,1,2STY10CL,,10,,,,,,10,YES,NO,NO,need slope protection,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,NEED SLOPE PROTECTION,1,DEPED,18.34611,121.41163
Region II,Cagayan,500008,Cataratan Integrated School,ALLACAPAN,2nd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,ELEVATE GF TO 2M H,0,0,18.2445664,121.5101237
Region II,Cagayan,300477,Matucay National High School,ALLACAPAN,2nd ,1,2STY4CL,,,,1,1,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,1,0,18.2653,121.54754
Region II,Cagayan,300477,Matucay National High School,ALLACAPAN,2nd ,,3STY9CL,,9,,,,,,9,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,1,0,1,0,1,0,1,DPWH,18.2653,121.54754
Region II,Cagayan,502081,PACAC Integrated School,ALLACAPAN,2nd ,1,2STY6CL,,6,,,,,,6,NO,YES,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,1,DEPED,18.23888889,121.5708333
Region II,Cagayan,502081,PACAC Integrated School,ALLACAPAN,2nd ,,2STY8CL,,,2,1,1,,,8,NO,YES,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,1,DEPED,18.23888889,121.5708333
Region II,Cagayan,102608,Claveria CS,CLAVERIA,2nd ,1,2STY10CL,,10,,,,,,10,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,1,0,1,0,1,0,0,0,18.6067062,121.079143
Region II,Cagayan,102609,Claveria East CS,CLAVERIA,2nd ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,1,0,1,0,1,0,1,DPWH,18.60911,121.08712
Region II,Cagayan,300449,Claveria NHS,CLAVERIA,2nd ,1,2STY6CL,,6,,,,,,6,NO,YES,YES,,"Yes, but NOT drawn to scale",NO,Y,,,,,,,,,,,,18.564484,121.117162
Region II,Cagayan,300450,Claveria RVS,CLAVERIA,2nd ,1,2STY6CL,,6,,,,,,6,YES,YES,NO,,"Yes, but NOT drawn to scale",NO,Y,20MX40M,,,1,0,1,0,1,0,1,DPWH,18.5965311,121.0928144
Region II,Cagayan,300451,Claveria SAT,CLAVERIA,2nd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DPWH & DEPED,18.60528,121.06903
Region II,Cagayan,502065,Pata Integrated School,CLAVERIA,2nd ,1,2STY8CL,,,2,1,1,,,8,NO,YES,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,1,DEPED,18.618318,121.141805
Region II,Cagayan,502065,Pata Integrated School,CLAVERIA,2nd ,,3STY9CL,,9,,,,,,9,NO,YES,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,0,0,18.618318,121.141805
Region II,Cagayan,502552,Magsaysay Integrated,LASAM,2nd ,1,2STY6CL,,6,,,,,,6,YES,YES,YES,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,1,DEPED,18.0978114,121.5381718
Region II,Cagayan,500066,Sicalao IS,LASAM,2nd ,1,2STY6CL,,6,,,,,,6,YES,YES,YES,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,"FLOODED SCHOOL,ELEV GD TO 3M H",0,0,18.0192971,121.4663084
Region II,Cagayan,300497,Western Cagayan SAT,LASAM,2nd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,30M X 30M,,,1,0,1,0,1,0,1,DEPED AND DPWH,18.063339,121.595724
Region II,Cagayan,502078,Minanga Integrated School,PIAT,2nd ,1,2STY8CL,,,2,1,1,,,8,NO,YES,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,0,0,17.834386,121.49546
Region II,Cagayan,502078,Minanga Integrated School,PIAT,2nd ,,3STY9CL,,9,,,,,,9,NO,YES,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,ELEVATE GF TO 2M H,1,DEPED,17.834386,121.49546
Region II,Cagayan,102825,Sta. Barbara-Maguilling E/S,PIAT,2nd ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,,,,,,,,,17.7586287,121.4990256
Region II,Cagayan,102829,Sto. Domingo ES,PIAT,2nd ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,N,,,,1,0,1,0,1,0,1,DPWH,17.738769,121.504366
Region II,Cagayan,300464,Illuru NHS,RIZAL,2nd ,1,3STY9CL,,9,,,,,,9,YES,NO,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,0,0,17.8427856,121.3890967
Region II,Cagayan,306014,LUBO NATIONAL HIGH SCHOOL,SANTO NIÑO (FAIRE),2nd ,1,2STY8CL,,8,,,,,,8,NO,YES,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.9593155,121.441982
Region II,Cagayan,306014,LUBO NATIONAL HIGH SCHOOL,SANTO NIÑO (FAIRE),2nd ,,3STY9CL,,9,,,,,,9,NO,YES,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.9593155,121.441982
Region II,Cagayan,502077,Tabang Integrated School,SANTO NIÑO (FAIRE),2nd ,1,2STY6CL,,6,,,,,,6,NO,YES,NO,,"Yes, but NOT drawn to scale",no,N,FOR DEMOLITION,,,1,0,1,0,1,"FLOODED SCHOOL,ELEV GF TO 1.4METER",1,DEPED,17.816583,121.550676
Region II,Cagayan,502077,Tabang Integrated School,SANTO NIÑO (FAIRE),2nd ,,2STY8CL,,,2,1,1,,,8,NO,YES,NO,,"Yes, but NOT drawn to scale",no,,,,,1,0,1,0,1,0,0,0,17.816583,121.550676
Region II,Cagayan,102796,Abucay ES,PEÑABLANCA,3rd,,2STY4CL,,4,,,,,,4,YES,YES,YES,with retaining wall,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.63355,121.63355
Region II,Cagayan,300445,Penablanca National High School,PEÑABLANCA,3rd,,2STY6CL,,6,,,,,,6,NO,YES,YES,,"Yes, but NOT drawn to scale",NO,Y,,,,,,,,,,,,17.62799,121.78035
Region II,Cagayan,502672,Taribubu Integrated School,TUAO,3rd,,2STY4CL,,4,,,,,,4,NO,YES,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.65396,121.50916
Region II,Cagayan,306008,Amulung NHS - Baculud Ext.,AMULUNG,3rd ,1,Other Design,3STY4CL ON STILT,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.86265,121.71429
Region II,Cagayan,306008,Amulung NHS - Baculud Ext.,AMULUNG,3rd ,,Other Design,3STY6CL ON STILT,,,1,1,,1,6,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.86265,121.71429
Region II,Cagayan,300453,Bayabat NHS,AMULUNG,3rd ,1,3STY9CL,,5,,1,1,,,9,NO,YES,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,ADD'L 2STY LABARATORY,1,0,1,DPWH,17.8215489,121.6117948
Region II,Cagayan,102410,Dugayung-Jurisdiccion ES,AMULUNG,3rd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,1,0,1,0,1,0,1,DPWH,17.85988,121.67544
Region II,Cagayan,102714,Gammad ES,IGUIG,3rd ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.706886,121.747056
Region II,Cagayan,102717,Malabbac ES,IGUIG,3rd ,1,2STY8CL,,8,,,,,,8,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DPWH,17.7182,121.74149
Region II,Cagayan,300463,Vicente D. Trinidad High School,IGUIG,3rd ,1,2STY8CL,,8,,,,,,8,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,50MX50M,,,1,0,1,0,1,0,1,DEPED,17.74901,121.7354237
Region II,Cagayan,102796,Abucay ES,PEÑABLANCA,3rd ,1,2STY4CL,,4,,,,,,4,YES,YES,YES,with retaining wall,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.63355,121.63355
Region II,Cagayan,102810,Baliwag Elementary School,PEÑABLANCA,3rd ,1,2STY4CL,,4,,,,,,4,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,15MX 35M,,,1,0,1,0,1,0,1,DPWH,17.553603,121.835787
Region II,Cagayan,300445,Penablanca National High School,PEÑABLANCA,3rd ,1,2STY8CL,,,1,1,1,1,,8,NO,YES,YES,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,ADD'L 3STY 9CL,1,DEPED AND DPWH,17.62799,121.78035
Region II,Cagayan,300427,Dassun NHS,SOLANA,3rd ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,25M X 35M,,,1,0,1,0,1,0,1,DPWH,17.7440985,121.7094582
Region II,Cagayan,300461,Gadu National High School,SOLANA,3rd ,1,2STY6CL,,6,,,,,,6,NO,YES,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,,,,,,,,,17.628717,121.609195
Region II,Cagayan,306424,Solana National High School,SOLANA,3rd ,1,2STY10CL,,10,,,,,,10,NO,NO,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,0,0,17.650164,121.673785
Region II,Cagayan,502672,Taribubu Integrated School,TUAO,3rd ,1,2STY4CL,,4,,,,,,4,NO,YES,NO,,"Yes, but NOT drawn to scale",NO,Y,,,,1,0,1,0,1,0,1,DEPED AND DPWH,17.65396,121.50916
Region II,Cagayan,102987,Tuao CES,TUAO,3rd ,1,2STY4CL,,4,,,,,,4,YES,NO,NO,,"Yes, but NOT drawn to scale",NO,N,FOR DEMOLITION,,,1,0,1,0,1,0,1,DPWH,17.7347561,121.4546234
Region II,Cauayan City,300516,Cauayan City NHS,CITY OF CAUAYAN,6th,1,4STY20CL,,20,,,,,,20,YES,YES,YES,,,,N,with demolition,TCT,,1,0,1,0,1,0,N,0,16.939629,121.778041
Region II,Cauayan City,300516,Cauayan City NHS,CITY OF CAUAYAN,6th,,4STY20CL,,20,,,,,,20,YES,YES,YES,,,,N,with demolition,TCT,,1,0,1,0,1,0,N,0,16.939629,121.778041
Region II,Cauayan City,103211,Cauayan North CS,CITY OF CAUAYAN,6th,1,2STY8CL,,8,,,,,,8,YES,YES,NO,,,,N,with demolition,TCT,,1,0,1,0,1,0,N,0,16.940439,121.7759907
Region II,Cauayan City,300552,Linglingay NHS,CITY OF CAUAYAN,6th,1,2STY8CL,,4,,1,1,,,8,NO,YES,YES,,,,Y,20m x 46m,OCT,,1,0,1,0,1,0,N,0,16.8065,121.8594
Region II,Cauayan City,300613,Villa Concepcion National High School,CITY OF CAUAYAN,6th,1,2STY8CL,,8,,,,,,8,NO,YES,YES,,,,Y,20m x 46m,TCT,,1,0,1,0,1,0,N,0,16.83574,121.91285
Region II,City of Ilagan,103384,Aggassian Elementary School,ILAGAN CITY (CAPITAL),1st ,1,2STY6CL,,6,,,,,,6,NO,NO,NO,,,NONE,Y,40 X 15M,TAX DECLARATION,,1,0,1,0,1,0,0,0,17.1089338,121.9319353
Region II,City of Ilagan,103412,Alibagu Elementary School,ILAGAN CITY (CAPITAL),1st ,1,2STY6CL,,6,,,,,,6,NO,YES,YES,,,NONE,Y,40 X 15M,TAX DECLARATION,,1,0,1,0,1,0,0,0,17.1011159,121.8606664
Region II,City of Ilagan,501839,Alinguigan 2nd Integrated School,ILAGAN CITY (CAPITAL),1st ,1,3STY9CL,,9,,,,,,9,YES,NO,NO,,,NONE,N,FOR DEMOLITION,TAX DECLARATION,,1,0,1,0,1,0,0,0,17.133402,122.133353
Region II,City of Ilagan,103356,Alinguigan 3rd Elementary School,ILAGAN CITY (CAPITAL),1st ,1,3STY9CL,,9,,,,,,9,YES,NO,NO,,,NONE,N,FOR DEMOLITION,TAX DECLARATION,,1,0,1,0,1,0,0,0,17.1303739,121.9178091
Region II,City of Ilagan,103365,Bagumbayan Elementary School,ILAGAN CITY (CAPITAL),1st ,1,2STY6CL,,6,,,,,,6,YES,NO,NO,,,NONE,N,FOR DEMOLITION,TAX DECLARATION,,1,0,1,0,1,0,0,0,17.1506426,121.887445
Region II,City of Ilagan,103415,Baligatan ES,ILAGAN CITY (CAPITAL),1st ,1,2STY8CL,,8,,,,,,8,YES,YES,YES,,No,NONE,N,FOR DEMOLITION,DEED OF DONATION,,1,0,1,0,1,0,0,0,17.1233704,121.8670871
Region II,City of Ilagan,103359,Batong Labang ES,ILAGAN CITY (CAPITAL),1st ,1,2STY6CL,,6,,,,,,6,NO,NO,YES,,,NONE,Y,40 X 15M,TITLED,,1,0,1,0,1,0,0,0,17.1209614,122.0104855
Region II,City of Ilagan,103417,Bliss Elementary School,ILAGAN CITY (CAPITAL),1st ,1,3STY9CL,,9,,,,,,9,NO,YES,YES,,No,NONE,Y,40 X 15M,TAX DECLARATION,,1,0,1,0,1,0,0,0,17.1220953,121.8759107
Region II,City of Ilagan,103418,Cabannungan 1st Elementary School,ILAGAN CITY (CAPITAL),1st ,1,2STY4CL,,4,,,,,,4,NO,NO,NO,,,NONE,Y,27 X 15,TAX DECLARATION,,1,0,1,0,1,0,0,0,17.1353071,121.8537024
